0,1,2,3,4,5
"{'key': 'rank', 'value': '798'}","{'key': 'revenues', 'value': '2096.30'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'Allegan'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Perrigo Company'}"
"{'key': 'rank', 'value': '799'}","{'key': 'revenues', 'value': '2092.20'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Wauwatosa'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Briggs &amp; Stratton Corporation'}"
"{'key': 'rank', 'value': '800'}","{'key': 'revenues', 'value': '2089.30'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Angleton'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Benchmark Electronics, Inc.'}"
"{'key': 'rank', 'value': '794'}","{'key': 'revenues', 'value': '2117.90'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqCity', 'value': 'Stamford'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Frontier Communications Corporation'}"
"{'key': 'rank', 'value': '795'}","{'key': 'revenues', 'value': '2114.00'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Reno'}","{'key': 'hqState', 'value': 'NV'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'International Game Technology'}"
"{'key': 'rank', 'value': '796'}","{'key': 'revenues', 'value': '2108.30'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Oil States International, Inc.'}"
"{'key': 'rank', 'value': '797'}","{'key': 'revenues', 'value': '2098.40'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqCity', 'value': 'Paoli'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AMETEK, Inc.'}"
"{'key': 'rank', 'value': '791'}","{'key': 'revenues', 'value': '2145.80'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Southwestern Energy Company'}"
"{'key': 'rank', 'value': '792'}","{'key': 'revenues', 'value': '2128.50'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqCity', 'value': 'Los Angeles'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Guess, Inc.'}"
"{'key': 'rank', 'value': '793'}","{'key': 'revenues', 'value': '2127.50'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqCity', 'value': 'Orlando'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tupperware Brands Corporation'}"
"{'key': 'rank', 'value': '787'}","{'key': 'revenues', 'value': '2159.90'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'York'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dentsply International Inc.'}"
"{'key': 'rank', 'value': '788'}","{'key': 'revenues', 'value': '2154.90'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Lake Success'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Broadridge Financial Solutions, Inc.'}"
"{'key': 'rank', 'value': '789'}","{'key': 'revenues', 'value': '2147.60'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'St. Louis'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sigma-Aldrich Corporation'}"
"{'key': 'rank', 'value': '790'}","{'key': 'revenues', 'value': '2147.60'}","{'key': 'industry', 'value': 'Packaging, Containers'}","{'key': 'hqCity', 'value': 'Lake Forest'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Packaging Corporation of America'}"
"{'key': 'rank', 'value': '785'}","{'key': 'revenues', 'value': '2171.80'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'Huntersville'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American Tire Distributors Holdings, Inc.'}"
"{'key': 'rank', 'value': '786'}","{'key': 'revenues', 'value': '2171.50'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqCity', 'value': 'Warren'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'United Refining Company'}"
"{'key': 'rank', 'value': '782'}","{'key': 'revenues', 'value': '2189.70'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqCity', 'value': 'Norwalk'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'IMS Health Incorporated'}"
"{'key': 'rank', 'value': '783'}","{'key': 'revenues', 'value': '2179.10'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Chandler'}","{'key': 'hqState', 'value': 'AZ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Amkor Technology, Inc.'}"
"{'key': 'rank', 'value': '784'}","{'key': 'revenues', 'value': '2179.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Southern Union Company'}"
"{'key': 'rank', 'value': '779'}","{'key': 'revenues', 'value': '2196.30'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Stamford'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Crane Co.'}"
"{'key': 'rank', 'value': '780'}","{'key': 'revenues', 'value': '2194.00'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqCity', 'value': 'Irving'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Vought Aircraft Industries, Inc.'}"
"{'key': 'rank', 'value': '781'}","{'key': 'revenues', 'value': '2192.30'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'Frazer'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cephalon, Inc.'}"
"{'key': 'rank', 'value': '776'}","{'key': 'revenues', 'value': '2217.90'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Kansas City'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'DST Systems, Inc.'}"
"{'key': 'rank', 'value': '777'}","{'key': 'revenues', 'value': '2209.80'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Mutual)'}","{'key': 'hqCity', 'value': 'Stevens Point'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sentry Insurance Group'}"
"{'key': 'rank', 'value': '778'}","{'key': 'revenues', 'value': '2202.40'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'Cary'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dex One Corporation'}"
"{'key': 'rank', 'value': '773'}","{'key': 'revenues', 'value': '2226.50'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'Memphis'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'First Horizon National Corporation'}"
"{'key': 'rank', 'value': '774'}","{'key': 'revenues', 'value': '2223.90'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'Palo Alto'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Varian Medical Systems, Inc.'}"
"{'key': 'rank', 'value': '775'}","{'key': 'revenues', 'value': '2219.20'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Milpitas'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'LSI Corporation'}"
"{'key': 'rank', 'value': '770'}","{'key': 'revenues', 'value': '2242.00'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'St. Louis'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Brown Shoe Company, Inc.'}"
"{'key': 'rank', 'value': '771'}","{'key': 'revenues', 'value': '2239.90'}","{'key': 'industry', 'value': 'Health Care: Medical Facilities'}","{'key': 'hqCity', 'value': 'Mechanicsburg'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Select Medical Holdings Corporation'}"
"{'key': 'rank', 'value': '772'}","{'key': 'revenues', 'value': '2230.10'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ''}"
"{'key': 'rank', 'value': '768'}","{'key': 'revenues', 'value': '2244.20'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'Livonia'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Valassis Communications, Inc.'}"
"{'key': 'rank', 'value': '769'}","{'key': 'revenues', 'value': '2243.00'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Boston'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cabot Corporation'}"
"{'key': 'rank', 'value': '764'}","{'key': 'revenues', 'value': '2287.50'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqCity', 'value': 'Pasadena'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tetra Tech, Inc.'}"
"{'key': 'rank', 'value': '765'}","{'key': 'revenues', 'value': '2283.40'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqCity', 'value': 'Cleveland'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Medical Mutual of Ohio'}"
"{'key': 'rank', 'value': '766'}","{'key': 'revenues', 'value': '2261.80'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqCity', 'value': 'Atlanta'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Spectrum Brands, Inc.'}"
"{'key': 'rank', 'value': '767'}","{'key': 'revenues', 'value': '2258.20'}","{'key': 'industry', 'value': 'Tobacco'}","{'key': 'hqCity', 'value': 'Morrisville'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alliance One International, Inc.'}"
"{'key': 'rank', 'value': '760'}","{'key': 'revenues', 'value': '2309.00'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqCity', 'value': 'Atlanta'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mirant Corporation'}"
"{'key': 'rank', 'value': '761'}","{'key': 'revenues', 'value': '2289.80'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'City of Industry'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Newegg Inc.'}"
"{'key': 'rank', 'value': '762'}","{'key': 'revenues', 'value': '2289.60'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dresser-Rand Group Inc.'}"
"{'key': 'rank', 'value': '763'}","{'key': 'revenues', 'value': '2287.70'}","{'key': 'industry', 'value': 'Packaging, Containers'}","{'key': 'hqCity', 'value': 'York'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Graham Packaging Company Inc.'}"
"{'key': 'rank', 'value': '758'}","{'key': 'revenues', 'value': '2313.00'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Noble Energy, Inc.'}"
"{'key': 'rank', 'value': '759'}","{'key': 'revenues', 'value': '2309.60'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Honolulu'}","{'key': 'hqState', 'value': 'HI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hawaiian Electric Industries, Inc.'}"
"{'key': 'rank', 'value': '756'}","{'key': 'revenues', 'value': '2325.70'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Westlake Chemical Corporation'}"
"{'key': 'rank', 'value': '757'}","{'key': 'revenues', 'value': '2317.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Atlanta'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AGL Resources, Inc.'}"
"{'key': 'rank', 'value': '753'}","{'key': 'revenues', 'value': '2329.20'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Port Washington'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pall Corporation'}"
"{'key': 'rank', 'value': '754'}","{'key': 'revenues', 'value': '2328.40'}","{'key': 'industry', 'value': 'Construction and Farm Machinery'}","{'key': 'hqCity', 'value': 'Cleveland'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NACCO Industries, Inc.'}"
"{'key': 'rank', 'value': '755'}","{'key': 'revenues', 'value': '2326.20'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'International Flavors &amp; Fragrances Inc.'}"
"{'key': 'rank', 'value': '751'}","{'key': 'revenues', 'value': '2341.40'}","{'key': 'industry', 'value': 'Airlines'}","{'key': 'hqCity', 'value': 'Orlando'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AirTran Holdings, Inc.'}"
"{'key': 'rank', 'value': '752'}","{'key': 'revenues', 'value': '2338.20'}","{'key': 'industry', 'value': 'Internet Services and Retailing'}","{'key': 'hqCity', 'value': 'Norwalk'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'priceline.com Incorporated'}"
"{'key': 'rank', 'value': '746'}","{'key': 'revenues', 'value': '2367.30'}","{'key': 'industry', 'value': 'Food Services'}","{'key': 'hqCity', 'value': 'Lebanon'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cracker Barrel Old Country Store, Inc.'}"
"{'key': 'rank', 'value': '747'}","{'key': 'revenues', 'value': '2362.90'}","{'key': 'industry', 'value': 'Health Care: Medical Facilities'}","{'key': 'hqCity', 'value': 'Franklin'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Iasis Healthcare LLC'}"
"{'key': 'rank', 'value': '748'}","{'key': 'revenues', 'value': '2358.00'}","{'key': 'industry', 'value': 'zMiscellaneous'}","{'key': 'hqCity', 'value': 'Greenwich'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'United Rentals, Inc.'}"
"{'key': 'rank', 'value': '749'}","{'key': 'revenues', 'value': '2355.60'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqCity', 'value': 'Orange'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hubbell Incorporated'}"
"{'key': 'rank', 'value': '750'}","{'key': 'revenues', 'value': '2342.00'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Cleveland'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cliffs Natural Resources Inc.'}"
"{'key': 'rank', 'value': '741'}","{'key': 'revenues', 'value': '2383.20'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqCity', 'value': 'San Diego'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Leap Wireless International, Inc.'}"
"{'key': 'rank', 'value': '742'}","{'key': 'revenues', 'value': '2375.70'}","{'key': 'industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqCity', 'value': 'Omaha'}","{'key': 'hqState', 'value': 'NE'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'West Corporation'}"
"{'key': 'rank', 'value': '743'}","{'key': 'revenues', 'value': '2373.90'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'HCC Insurance Holdings, Inc.'}"
"{'key': 'rank', 'value': '744'}","{'key': 'revenues', 'value': '2370.80'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Jacksonville'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Lender Processing Services, Inc.'}"
"{'key': 'rank', 'value': '745'}","{'key': 'revenues', 'value': '2369.30'}","{'key': 'industry', 'value': 'Hotels, Casinos, Resorts'}","{'key': 'hqCity', 'value': 'Wyomissing'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Penn National Gaming, Inc.'}"
"{'key': 'rank', 'value': '737'}","{'key': 'revenues', 'value': '2399.50'}","{'key': 'industry', 'value': 'Building Materials, Glass'}","{'key': 'hqCity', 'value': 'Charlotte'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Carlisle Companies Incorporated'}"
"{'key': 'rank', 'value': '738'}","{'key': 'revenues', 'value': '2399.20'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'Pleasantville'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""The Reader's Digest Association""}"
"{'key': 'rank', 'value': '739'}","{'key': 'revenues', 'value': '2398.70'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Phillips-Van Heusen Corporation'}"
"{'key': 'rank', 'value': '740'}","{'key': 'revenues', 'value': '2394.00'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqCity', 'value': 'Kansas City'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AMC Entertainment, Inc.'}"
"{'key': 'rank', 'value': '733'}","{'key': 'revenues', 'value': '2445.50'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The New York Times Company'}"
"{'key': 'rank', 'value': '734'}","{'key': 'revenues', 'value': '2440.70'}","{'key': 'industry', 'value': 'zMiscellaneous'}","{'key': 'hqCity', 'value': 'Voorhees'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American Water Works Company, Inc.'}"
"{'key': 'rank', 'value': '735'}","{'key': 'revenues', 'value': '2423.10'}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqCity', 'value': 'Omaha'}","{'key': 'hqState', 'value': 'NE'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'TD Ameritrade Holding Corporation'}"
"{'key': 'rank', 'value': '736'}","{'key': 'revenues', 'value': '2420.80'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Kenosha'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Snap-on Incorporated'}"
"{'key': 'rank', 'value': '730'}","{'key': 'revenues', 'value': '2480.70'}","{'key': 'industry', 'value': 'Real estate'}","{'key': 'hqCity', 'value': 'Chicago'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Jones Lang LaSalle Inc.'}"
"{'key': 'rank', 'value': '731'}","{'key': 'revenues', 'value': '2472.70'}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Jefferies Group, Inc.'}"
"{'key': 'rank', 'value': '732'}","{'key': 'revenues', 'value': '2472.60'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SIRIUS XM Radio Inc.'}"
"{'key': 'rank', 'value': '728'}","{'key': 'revenues', 'value': '2483.30'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqCity', 'value': 'Knoxville'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Team Health Holdings, Inc.'}"
"{'key': 'rank', 'value': '729'}","{'key': 'revenues', 'value': '2481.00'}","{'key': 'industry', 'value': 'Beverages'}","{'key': 'hqCity', 'value': 'Louisville'}","{'key': 'hqState', 'value': 'KY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Brown-Forman Corporation'}"
