0,1,2,3,4,5,6,7,8,9,10,11,12,13
"{'key': 'rank', 'value': '181'}","{'key': 'revenues', 'value': '15691'}","{'key': 'revChange', 'value': '1.3'}","{'key': 'profits', 'value': '2111'}","{'key': 'prftChange', 'value': '-13.7'}","{'key': 'assets', 'value': '374310'}","{'key': 'totSHEqty', 'value': '37521'}","{'key': 'mktVal', 'value': '40055'}","{'key': 'prftPctSls', 'value': '13.5'}","{'key': 'prftPctAsts', 'value': '0.6'}","{'key': 'prftPctSHEqty', 'value': '5.6'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Bank of New York Mellon Corporation'}"
"{'key': 'rank', 'value': '180'}","{'key': 'revenues', 'value': '16047'}","{'key': 'revChange', 'value': '14'}","{'key': 'profits', 'value': '2856'}","{'key': 'prftChange', 'value': '9.5'}","{'key': 'assets', 'value': '41488'}","{'key': 'totSHEqty', 'value': '23647'}","{'key': 'mktVal', 'value': '69980'}","{'key': 'prftPctSls', 'value': '17.8'}","{'key': 'prftPctAsts', 'value': '6.9'}","{'key': 'prftPctSHEqty', 'value': '12.1'}","{'key': 'industry', 'value': 'Internet Services and Retailing'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'eBay Inc.'}"
"{'key': 'rank', 'value': '179'}","{'key': 'revenues', 'value': '16054'}","{'key': 'revChange', 'value': '-6'}","{'key': 'profits', 'value': '2232'}","{'key': 'prftChange', 'value': '11.5'}","{'key': 'assets', 'value': '61637'}","{'key': 'totSHEqty', 'value': '33396'}","{'key': 'mktVal', 'value': '32664'}","{'key': 'prftPctSls', 'value': '13.9'}","{'key': 'prftPctAsts', 'value': '3.6'}","{'key': 'prftPctSHEqty', 'value': '6.7'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Apache Corporation'}"
"{'key': 'rank', 'value': '178'}","{'key': 'revenues', 'value': '16148'}","{'key': 'revChange', 'value': '3.2'}","{'key': 'profits', 'value': '1280'}","{'key': 'prftChange', 'value': '12.8'}","{'key': 'assets', 'value': '7849'}","{'key': 'totSHEqty', 'value': '3062'}","{'key': 'mktVal', 'value': '17906'}","{'key': 'prftPctSls', 'value': '7.9'}","{'key': 'prftPctAsts', 'value': '16.3'}","{'key': 'prftPctSHEqty', 'value': '41.8'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Gap, Inc.'}"
"{'key': 'rank', 'value': '177'}","{'key': 'revenues', 'value': '16234'}","{'key': 'revChange', 'value': '11.4'}","{'key': 'profits', 'value': '431'}","{'key': 'prftChange', 'value': '-66.4'}","{'key': 'assets', 'value': '8331'}","{'key': 'totSHEqty', 'value': '3046'}","{'key': 'mktVal', 'value': '6761'}","{'key': 'prftPctSls', 'value': '2.7'}","{'key': 'prftPctAsts', 'value': '5.2'}","{'key': 'prftPctSHEqty', 'value': '14.2'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Lear Corporation'}"
"{'key': 'rank', 'value': '175'}","{'key': 'revenues', 'value': '16566'}","{'key': 'revChange', 'value': ''}","{'key': 'profits', 'value': '235'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '1881'}","{'key': 'totSHEqty', 'value': '656'}","{'key': 'mktVal', 'value': '1897'}","{'key': 'prftPctSls', 'value': '1.4'}","{'key': 'prftPctAsts', 'value': '12.5'}","{'key': 'prftPctSHEqty', 'value': '35.8'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqState', 'value': 'AR'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Murphy USA Inc.'}"
"{'key': 'rank', 'value': '176'}","{'key': 'revenues', 'value': '16385'}","{'key': 'revChange', 'value': '-7'}","{'key': 'profits', 'value': '2563'}","{'key': 'prftChange', 'value': '30.8'}","{'key': 'assets', 'value': '38592'}","{'key': 'totSHEqty', 'value': '15154'}","{'key': 'mktVal', 'value': '85729'}","{'key': 'prftPctSls', 'value': '15.6'}","{'key': 'prftPctAsts', 'value': '6.6'}","{'key': 'prftPctSHEqty', 'value': '16.9'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Bristol-Myers Squibb Company'}"
"{'key': 'rank', 'value': '174'}","{'key': 'revenues', 'value': '16580'}","{'key': 'revChange', 'value': '-8.9'}","{'key': 'profits', 'value': '114'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '40411'}","{'key': 'totSHEqty', 'value': '4330'}","{'key': 'mktVal', 'value': '10337'}","{'key': 'prftPctSls', 'value': '0.7'}","{'key': 'prftPctAsts', 'value': '0.3'}","{'key': 'prftPctSHEqty', 'value': '2.6'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The AES Corporation'}"
"{'key': 'rank', 'value': '172'}","{'key': 'revenues', 'value': '16872'}","{'key': 'revChange', 'value': '1.6'}","{'key': 'profits', 'value': '4220'}","{'key': 'prftChange', 'value': '40.1'}","{'key': 'assets', 'value': '320296'}","{'key': 'totSHEqty', 'value': '42408'}","{'key': 'mktVal', 'value': '46463'}","{'key': 'prftPctSls', 'value': '25'}","{'key': 'prftPctAsts', 'value': '1.3'}","{'key': 'prftPctSHEqty', 'value': '10'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The PNC Financial Services Group, Inc.'}"
"{'key': 'rank', 'value': '173'}","{'key': 'revenues', 'value': '16590'}","{'key': 'revChange', 'value': '0.5'}","{'key': 'profits', 'value': '3467'}","{'key': 'prftChange', 'value': '-4.1'}","{'key': 'assets', 'value': '34841'}","{'key': 'totSHEqty', 'value': '18671'}","{'key': 'mktVal', 'value': '61590'}","{'key': 'prftPctSls', 'value': '20.9'}","{'key': 'prftPctAsts', 'value': '10'}","{'key': 'prftPctSHEqty', 'value': '18.6'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Medtronic, Inc.'}"
"{'key': 'rank', 'value': '171'}","{'key': 'revenues', 'value': '16904'}","{'key': 'revChange', 'value': '-6.4'}","{'key': 'profits', 'value': '1679'}","{'key': 'prftChange', 'value': '-41.5'}","{'key': 'assets', 'value': '19966'}","{'key': 'totSHEqty', 'value': '9703'}","{'key': 'mktVal', 'value': '34554'}","{'key': 'prftPctSls', 'value': '9.9'}","{'key': 'prftPctAsts', 'value': '8.4'}","{'key': 'prftPctSHEqty', 'value': '17.3'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Illinois Tool Works Inc.'}"
"{'key': 'rank', 'value': '170'}","{'key': 'revenues', 'value': '17087'}","{'key': 'revChange', 'value': '3.3'}","{'key': 'profits', 'value': '1644'}","{'key': 'prftChange', 'value': '-30'}","{'key': 'assets', 'value': '64546'}","{'key': 'totSHEqty', 'value': '19008'}","{'key': 'mktVal', 'value': '39016'}","{'key': 'prftPctSls', 'value': '9.6'}","{'key': 'prftPctAsts', 'value': '2.5'}","{'key': 'prftPctSHEqty', 'value': '8.6'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Southern Company'}"
"{'key': 'rank', 'value': '169'}","{'key': 'revenues', 'value': '17124'}","{'key': 'revChange', 'value': '0.4'}","{'key': 'profits', 'value': '1171'}","{'key': 'prftChange', 'value': '5.4'}","{'key': 'assets', 'value': '20726'}","{'key': 'totSHEqty', 'value': '6634'}","{'key': 'mktVal', 'value': '23900'}","{'key': 'prftPctSls', 'value': '6.8'}","{'key': 'prftPctAsts', 'value': '5.7'}","{'key': 'prftPctSHEqty', 'value': '17.7'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqState', 'value': 'WA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PACCAR Inc'}"
"{'key': 'rank', 'value': '168'}","{'key': 'revenues', 'value': '17301'}","{'key': 'revChange', 'value': '-0.2'}","{'key': 'profits', 'value': '1483'}","{'key': 'prftChange', 'value': '-9.8'}","{'key': 'assets', 'value': '14728'}","{'key': 'totSHEqty', 'value': '7510'}","{'key': 'mktVal', 'value': '27813'}","{'key': 'prftPctSls', 'value': '8.6'}","{'key': 'prftPctAsts', 'value': '10.1'}","{'key': 'prftPctSHEqty', 'value': '19.7'}","{'key': 'industry', 'value': 'Construction and Farm Machinery'}","{'key': 'hqState', 'value': 'IN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cummins Inc.'}"
"{'key': 'rank', 'value': '167'}","{'key': 'revenues', 'value': '17420'}","{'key': 'revChange', 'value': '2'}","{'key': 'profits', 'value': '2241'}","{'key': 'prftChange', 'value': '-9.3'}","{'key': 'assets', 'value': '13876'}","{'key': 'totSHEqty', 'value': '2305'}","{'key': 'mktVal', 'value': '59611'}","{'key': 'prftPctSls', 'value': '12.9'}","{'key': 'prftPctAsts', 'value': '16.2'}","{'key': 'prftPctSHEqty', 'value': '97.2'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Colgate-Palmolive Company'}"
"{'key': 'rank', 'value': '165'}","{'key': 'revenues', 'value': '17435'}","{'key': 'revChange', 'value': '6'}","{'key': 'profits', 'value': '970'}","{'key': 'prftChange', 'value': '-3.8'}","{'key': 'assets', 'value': '12252'}","{'key': 'totSHEqty', 'value': '4194'}","{'key': 'mktVal', 'value': '9329'}","{'key': 'prftPctSls', 'value': '5.6'}","{'key': 'prftPctAsts', 'value': '7.9'}","{'key': 'prftPctSHEqty', 'value': '23.1'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'TRW Automotive Holdings Corp.'}"
"{'key': 'rank', 'value': '166'}","{'key': 'revenues', 'value': '17424'}","{'key': 'revChange', 'value': '-9.9'}","{'key': 'profits', 'value': '-1672'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '13143'}","{'key': 'totSHEqty', 'value': '3348'}","{'key': 'mktVal', 'value': '3994'}","{'key': 'prftPctSls', 'value': '-9.6'}","{'key': 'prftPctAsts', 'value': '-12.7'}","{'key': 'prftPctSHEqty', 'value': '-49.9'}","{'key': 'industry', 'value': 'Metals'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'United States Steel Corporation'}"
"{'key': 'rank', 'value': '164'}","{'key': 'revenues', 'value': '17504'}","{'key': 'revChange', 'value': '9.3'}","{'key': 'profits', 'value': '1025'}","{'key': 'prftChange', 'value': '7.6'}","{'key': 'assets', 'value': '10868'}","{'key': 'totSHEqty', 'value': '5402'}","{'key': 'mktVal', 'value': '17398'}","{'key': 'prftPctSls', 'value': '5.9'}","{'key': 'prftPctAsts', 'value': '9.4'}","{'key': 'prftPctSHEqty', 'value': '19'}","{'key': 'industry', 'value': 'General Merchandisers'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dollar General Corporation'}"
"{'key': 'rank', 'value': '163'}","{'key': 'revenues', 'value': '17506'}","{'key': 'revChange', 'value': '42.1'}","{'key': 'profits', 'value': '724'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '41782'}","{'key': 'totSHEqty', 'value': '15995'}","{'key': 'mktVal', 'value': '17068'}","{'key': 'prftPctSls', 'value': '4.1'}","{'key': 'prftPctAsts', 'value': '1.7'}","{'key': 'prftPctSHEqty', 'value': '4.5'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqState', 'value': 'OK'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Chesapeake Energy Corporation'}"
"{'key': 'rank', 'value': '162'}","{'key': 'revenues', 'value': '17518'}","{'key': 'revChange', 'value': '11.8'}","{'key': 'profits', 'value': '375'}","{'key': 'prftChange', 'value': '18.5'}","{'key': 'assets', 'value': '7914'}","{'key': 'totSHEqty', 'value': '2062'}","{'key': 'mktVal', 'value': '6338'}","{'key': 'prftPctSls', 'value': '2.1'}","{'key': 'prftPctAsts', 'value': '4.7'}","{'key': 'prftPctSHEqty', 'value': '18.2'}","{'key': 'industry', 'value': 'Automotive Retailing, Services'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AutoNation, Inc.'}"
"{'key': 'rank', 'value': '161'}","{'key': 'revenues', 'value': '17663'}","{'key': 'revChange', 'value': '0.9'}","{'key': 'profits', 'value': '4535'}","{'key': 'prftChange', 'value': '8.5'}","{'key': 'assets', 'value': '34859'}","{'key': 'totSHEqty', 'value': '4119'}","{'key': 'mktVal', 'value': '74592'}","{'key': 'prftPctSls', 'value': '25.7'}","{'key': 'prftPctAsts', 'value': '13'}","{'key': 'prftPctSHEqty', 'value': '110.1'}","{'key': 'industry', 'value': 'Tobacco'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Altria Group, Inc.'}"
"{'key': 'rank', 'value': '160'}","{'key': 'revenues', 'value': '17699'}","{'key': 'revChange', 'value': '3.6'}","{'key': 'profits', 'value': '754'}","{'key': 'prftChange', 'value': '79.1'}","{'key': 'assets', 'value': '19345'}","{'key': 'totSHEqty', 'value': '7336'}","{'key': 'mktVal', 'value': '16574'}","{'key': 'prftPctSls', 'value': '4.3'}","{'key': 'prftPctAsts', 'value': '3.9'}","{'key': 'prftPctSHEqty', 'value': '10.3'}","{'key': 'industry', 'value': 'Airlines'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Southwest Airlines Co.'}"
"{'key': 'rank', 'value': '158'}","{'key': 'revenues', 'value': '18095'}","{'key': 'revChange', 'value': '-1.5'}","{'key': 'profits', 'value': '-239'}","{'key': 'prftChange', 'value': '-130.8'}","{'key': 'assets', 'value': '51787'}","{'key': 'totSHEqty', 'value': '17191'}","{'key': 'mktVal', 'value': '18980'}","{'key': 'prftPctSls', 'value': '-1.3'}","{'key': 'prftPctAsts', 'value': '-0.5'}","{'key': 'prftPctSHEqty', 'value': '-1.4'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqState', 'value': 'LA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CenturyLink, Inc.'}"
"{'key': 'rank', 'value': '159'}","{'key': 'revenues', 'value': '17774'}","{'key': 'revChange', 'value': '6.7'}","{'key': 'profits', 'value': '1855'}","{'key': 'prftChange', 'value': '18.4'}","{'key': 'assets', 'value': '22658'}","{'key': 'totSHEqty', 'value': '6672'}","{'key': 'mktVal', 'value': '31843'}","{'key': 'prftPctSls', 'value': '10.4'}","{'key': 'prftPctAsts', 'value': '8.2'}","{'key': 'prftPctSHEqty', 'value': '27.8'}","{'key': 'industry', 'value': 'Food Consumer Products'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'General Mills, Inc.'}"
"{'key': 'rank', 'value': '157'}","{'key': 'revenues', 'value': '18171'}","{'key': 'revChange', 'value': '6.4'}","{'key': 'profits', 'value': '1165'}","{'key': 'prftChange', 'value': '29.2'}","{'key': 'assets', 'value': '24408'}","{'key': 'totSHEqty', 'value': '6190'}","{'key': 'mktVal', 'value': '14417'}","{'key': 'prftPctSls', 'value': '6.4'}","{'key': 'prftPctAsts', 'value': '4.8'}","{'key': 'prftPctSHEqty', 'value': '18.8'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Progressive Corporation'}"
"{'key': 'rank', 'value': '156'}","{'key': 'revenues', 'value': '18218'}","{'key': 'revChange', 'value': '-0.7'}","{'key': 'profits', 'value': '2715'}","{'key': 'prftChange', 'value': '65.3'}","{'key': 'assets', 'value': '23148'}","{'key': 'totSHEqty', 'value': '5187'}","{'key': 'mktVal', 'value': '33453'}","{'key': 'prftPctSls', 'value': '14.9'}","{'key': 'prftPctAsts', 'value': '11.7'}","{'key': 'prftPctSHEqty', 'value': '52.3'}","{'key': 'industry', 'value': 'Food Consumer Products'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kraft Foods Group, Inc.'}"
"{'key': 'rank', 'value': '155'}","{'key': 'revenues', 'value': '18337'}","{'key': 'revChange', 'value': '6.9'}","{'key': 'profits', 'value': '372'}","{'key': 'prftChange', 'value': '-5.9'}","{'key': 'assets', 'value': '9154'}","{'key': 'totSHEqty', 'value': '2335'}","{'key': 'mktVal', 'value': '3712'}","{'key': 'prftPctSls', 'value': '2'}","{'key': 'prftPctAsts', 'value': '4.1'}","{'key': 'prftPctSHEqty', 'value': '15.9'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Jabil Circuit, Inc.'}"
"{'key': 'rank', 'value': '154'}","{'key': 'revenues', 'value': '18676'}","{'key': 'revChange', 'value': '8.2'}","{'key': 'profits', 'value': '5081'}","{'key': 'prftChange', 'value': '16.9'}","{'key': 'assets', 'value': '66125'}","{'key': 'totSHEqty', 'value': '22096'}","{'key': 'mktVal', 'value': '93122'}","{'key': 'prftPctSls', 'value': '27.2'}","{'key': 'prftPctAsts', 'value': '7.7'}","{'key': 'prftPctSHEqty', 'value': '23'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Amgen Inc.'}"
"{'key': 'rank', 'value': '152'}","{'key': 'revenues', 'value': '18790'}","{'key': 'revChange', 'value': ''}","{'key': 'profits', 'value': '4128'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '29198'}","{'key': 'totSHEqty', 'value': '4492'}","{'key': 'mktVal', 'value': '81649'}","{'key': 'prftPctSls', 'value': '22'}","{'key': 'prftPctAsts', 'value': '14.1'}","{'key': 'prftPctSHEqty', 'value': '91.9'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AbbVie Inc.'}"
"{'key': 'rank', 'value': '153'}","{'key': 'revenues', 'value': '18769'}","{'key': 'revChange', 'value': '3.5'}","{'key': 'profits', 'value': '827'}","{'key': 'prftChange', 'value': '106.2'}","{'key': 'assets', 'value': '15544'}","{'key': 'totSHEqty', 'value': '4924'}","{'key': 'mktVal', 'value': '11577'}","{'key': 'prftPctSls', 'value': '4.4'}","{'key': 'prftPctAsts', 'value': '5.3'}","{'key': 'prftPctSHEqty', 'value': '16.8'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Whirlpool Corporation'}"
"{'key': 'rank', 'value': '151'}","{'key': 'revenues', 'value': '19031'}","{'key': 'revChange', 'value': '-1.3'}","{'key': 'profits', 'value': '889'}","{'key': 'prftChange', 'value': '-9.8'}","{'key': 'assets', 'value': '14378'}","{'key': 'totSHEqty', 'value': '5978'}","{'key': 'mktVal', 'value': '11846'}","{'key': 'prftPctSls', 'value': '4.7'}","{'key': 'prftPctAsts', 'value': '6.2'}","{'key': 'prftPctSHEqty', 'value': '14.9'}","{'key': 'industry', 'value': 'General Merchandisers'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Kohl's Corporation""}"
"{'key': 'rank', 'value': '250'}","{'key': 'revenues', 'value': '11202'}","{'key': 'revChange', 'value': '15.5'}","{'key': 'profits', 'value': '3075'}","{'key': 'prftChange', 'value': '18.6'}","{'key': 'assets', 'value': '22497'}","{'key': 'totSHEqty', 'value': '11369'}","{'key': 'mktVal', 'value': '109000'}","{'key': 'prftPctSls', 'value': '27.4'}","{'key': 'prftPctAsts', 'value': '13.7'}","{'key': 'prftPctSHEqty', 'value': '27'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Gilead Sciences, Inc.'}"
"{'key': 'rank', 'value': '249'}","{'key': 'revenues', 'value': '11230'}","{'key': 'revChange', 'value': '9.5'}","{'key': 'profits', 'value': '1334'}","{'key': 'prftChange', 'value': '29.6'}","{'key': 'assets', 'value': '144576'}","{'key': 'totSHEqty', 'value': '8192'}","{'key': 'mktVal', 'value': '21009'}","{'key': 'prftPctSls', 'value': '11.9'}","{'key': 'prftPctAsts', 'value': '0.9'}","{'key': 'prftPctSHEqty', 'value': '16.3'}","{'key': 'industry', 'value': 'Diversified Financials'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ameriprise Financial, Inc.'}"
"{'key': 'rank', 'value': '248'}","{'key': 'revenues', 'value': '11242'}","{'key': 'revChange', 'value': '5.1'}","{'key': 'profits', 'value': '-20'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '7477'}","{'key': 'totSHEqty', 'value': '2063'}","{'key': 'mktVal', 'value': '2198'}","{'key': 'prftPctSls', 'value': '-0.2'}","{'key': 'prftPctAsts', 'value': '-0.3'}","{'key': 'prftPctSHEqty', 'value': '-1'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Office Depot, Inc.'}"
"{'key': 'rank', 'value': '247'}","{'key': 'revenues', 'value': '11245'}","{'key': 'revChange', 'value': '1.9'}","{'key': 'profits', 'value': '1910'}","{'key': 'prftChange', 'value': '9.2'}","{'key': 'assets', 'value': '32483'}","{'key': 'totSHEqty', 'value': '11289'}","{'key': 'mktVal', 'value': '30095'}","{'key': 'prftPctSls', 'value': '17'}","{'key': 'prftPctAsts', 'value': '5.9'}","{'key': 'prftPctSHEqty', 'value': '16.9'}","{'key': 'industry', 'value': 'Railroads'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Norfolk Southern Corporation'}"
"{'key': 'rank', 'value': '246'}","{'key': 'revenues', 'value': '11252'}","{'key': 'revChange', 'value': '11.9'}","{'key': 'profits', 'value': '501'}","{'key': 'prftChange', 'value': '-67.3'}","{'key': 'assets', 'value': '24676'}","{'key': 'totSHEqty', 'value': '6936'}","{'key': 'mktVal', 'value': '14377'}","{'key': 'prftPctSls', 'value': '4.5'}","{'key': 'prftPctAsts', 'value': '2'}","{'key': 'prftPctSHEqty', 'value': '7.2'}","{'key': 'industry', 'value': 'Internet Services and Retailing'}","{'key': 'hqState', 'value': 'CO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Liberty Interactive Corporation'}"
"{'key': 'rank', 'value': '245'}","{'key': 'revenues', 'value': '11272'}","{'key': 'revChange', 'value': '-0.2'}","{'key': 'profits', 'value': '271'}","{'key': 'prftChange', 'value': '2.1'}","{'key': 'assets', 'value': '57785'}","{'key': 'totSHEqty', 'value': '5012'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': '2.4'}","{'key': 'prftPctAsts', 'value': '0.5'}","{'key': 'prftPctSHEqty', 'value': '5.4'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Guardian Life Ins. Co. of America'}"
"{'key': 'rank', 'value': '244'}","{'key': 'revenues', 'value': '11295'}","{'key': 'revChange', 'value': '34.1'}","{'key': 'profits', 'value': '-386'}","{'key': 'prftChange', 'value': '-169.1'}","{'key': 'assets', 'value': '33902'}","{'key': 'totSHEqty', 'value': '9602'}","{'key': 'mktVal', 'value': '10341'}","{'key': 'prftPctSls', 'value': '-3.4'}","{'key': 'prftPctAsts', 'value': '-1.1'}","{'key': 'prftPctSHEqty', 'value': '-4'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NRG Energy, Inc.'}"
