company,rank,revenue,sector,city,state
"Nexeo Solutions Holdings, LLC",587,4014.6,Wholesalers: Diversified,,TX
"McCormick &amp; Company, Incorporated",588,4014.2,Food Consumer Products,,MD
CIT Group Inc.,589,4006.8,Commercial Banks,,NY
"Bloomin' Brands, Inc.",590,3987.8,Food Services,,FL
"The Manitowoc Company, Inc.",591,3959.6,Construction and Farm Machinery,,WI
"Belk, Inc.",592,3956.9,General Merchandisers,,NC
Hyatt Hotels Corporation,593,3949,"Hotels, Casinos, Resorts",,IL
The Brink's Company,594,3946.5,Diversified Outsourcing Services,,VA
Cintas Corporation,574,4102,Diversified Outsourcing Services,,OH
"Hospira, Inc.",575,4092.1,Pharmaceuticals,,IL
"Hasbro, Inc.",576,4089,"Toys, Sporting Goods",,RI
"Burlington Coat Factory Investments Holdings, Inc.",577,4081.5,Specialty Retailers: Apparel,,NJ
"MDU Resources Group, Inc.",578,4075.4,"Mining, Crude-Oil Production",,ND
"Genesis Energy, L.P.",579,4070.1,Pipelines,,TX
The Washington Post Company,580,4053,Education,,DC
"Delta Tucker Holdings, Inc.",581,4044.3,Aerospace and Defense,,VA
"Williams-Sonoma, Inc.",582,4042.9,Specialty Retailers: Other,,CA
"Expedia, Inc.",583,4030.3,Internet Services and Retailing,,WA
Electronic Arts Inc.,565,4143,Computer Software,,CA
"VWR Funding, Inc.",566,4129.4,Wholesalers: Diversified,,PA
"Quad/Graphics, Inc.",567,4126.2,"Publishing, Printing",,WI
LKQ Corporation,568,4122.9,Wholesalers: Diversified,,IL
"United Rentals, Inc.",569,4117,zMiscellaneous,,CT
Tutor Perini Corporation,570,4111.5,"Engineering, Construction",,CA
Robert Half International Inc.,571,4111.2,Temporary Help,,CA
Cincinnati Financial Corporation,572,4111,Insurance: Property and Casualty (Stock),,OH
Lennar Corporation,573,4104.7,Homebuilders,,FL
Greif,555,4269.5,"Packaging, Containers",,OH
RadioShack Corporation,556,4257.8,Specialty Retailers: Other,,TX
Wisconsin Energy Corporation,557,4246.4,Utilities: Gas and Electric,,WI
Intuit Inc.,558,4227,Computer Software,,CA
"Integrys Energy Group, Inc.",559,4222.5,Utilities: Gas and Electric,,IL
Cooper Tire &amp; Rubber Company,560,4200.8,Motor Vehicles and Parts,,OH
Northern Trust Corporation,561,4193.5,Commercial Banks,,IL
Eastman Kodak Company,562,4185,"Scientific,Photographic and Control Equipment",,NY
SCANA Corporation,563,4176,Utilities: Gas and Electric,,SC
"Arch Coal, Inc.",564,4159,"Mining, Crude-Oil Production",,MO
"D.R. Horton, Inc.",545,4354,Homebuilders,,TX
Northern Tier Energy LP,546,4353.8,Petroleum Refining,,CT
"Neiman Marcus, Inc.",547,4345.4,Specialty Retailers: Apparel,,TX
"CNO Financial Group, Inc.",548,4342.7,"Insurance: Life, Health (stock)",,IN
Graphic Packaging Holding Company,549,4337.1,"Packaging, Containers",,GA
SunGard Data Systems Inc.,550,4318,Financial Data Services,,PA
ABM Industries Incorporated,551,4300.3,Diversified Outsourcing Services,,NY
Amphenol Corporation,552,4292.1,Network and Other Communications Equipment,,CT
NVIDIA Corporation,553,4280.2,Semiconductors and Other Electronic Components,,CA
"Apollo Group, Inc.",554,4277.5,Education,,AZ
"Noble Energy, Inc.",535,4431,"Mining, Crude-Oil Production",,TX
Meritor Inc.,536,4420,Motor Vehicles and Parts,,MI
"Oil States International, Inc.",537,4413.1,"Oil and Gas Equipment, Services",,TX
Aleris Corporation,538,4412.4,Metals,,OH
"Michaels Stores, Inc.",539,4408,Specialty Retailers: Other,,TX
Adobe Systems Incorporated,540,4403.7,Computer Software,,CA
Factory Mutual Insurance Company,541,4396.1,Insurance: Property and Casualty (Stock),,RI
"Juniper Networks, Inc.",542,4365.4,Network and Other Communications Equipment,,CA
"Harman International Industries, Incorporated",543,4364.1,"Electronics, Electrical Equip.",,CT
"Buckeye Partners, L.P.",544,4357.2,Pipelines,,TX
"Energizer Holdings, Inc.",525,4567.2,Household and Personal Products,,MO
"Harris Teeter Supermarkets, Inc.",526,4565.7,Food and Drug Stores,,NC
The First American Financial Corporation,527,4541.8,Insurance: Property and Casualty (Stock),,CA
Wyndham Worldwide Corporation,528,4534,"Hotels, Casinos, Resorts",,NJ
Abercrombie &amp; Fitch Co.,529,4510.8,Specialty Retailers: Apparel,,OH
Resolute Forest Products Inc.,530,4503,Forest and Paper Products,,SC
"Discovery Communications, Inc.",531,4487,Entertainment,,MD
"Fiserv, Inc.",532,4482,Financial Data Services,,WI
Harbinger Group Inc.,533,4480.7,Household and Personal Products,,NY
"Zimmer Holdings, Inc.",534,4471.7,Medical Products and Equipment,,IN
"Alaska Air Group, Inc.",515,4657,Airlines,,WA
"Lorillard, Inc.",516,4636,Tobacco,,NC
"Ralcorp Holdings, Inc.",517,4623.2,Food Consumer Products,,MO
Hanesbrands Inc.,518,4615.4,Apparel,,NC
Alliant Techsystems Inc.,519,4613.4,Aerospace and Defense,,VA
Levi Strauss &amp; Co.,520,4610.2,Apparel,,CA
M&amp;T Bank Corporation,521,4609,Commercial Banks,,NY
"The Hanover Insurance Group, Inc.",522,4590.7,Insurance: Property and Casualty (Stock),,MA
"Forest Laboratories, Inc.",523,4586,Pharmaceuticals,,NY
"Superior Energy Services, Inc.",524,4584.3,"Oil and Gas Equipment, Services",,TX
Momentive Specialty Chemicals Inc.,505,4756,Chemicals,,OH
"Asbury Automotive Group, Inc.",506,4753.8,"Automotive Retailing, Services",,GA
Alleghany Corporation,507,4753.2,Insurance: Property and Casualty (Stock),,NY
Flowserve Corporation,508,4751.3,Industrial Machinery,,TX
"Airgas, Inc.",509,4746.3,Wholesalers: Diversified,,PA
KeyCorp,510,4742,Commercial Banks,,OH
"Rockwell Collins, Inc.",511,4726,Aerospace and Defense,,IA
Realogy Holdings Corporation,512,4672,Real estate,,NJ
Tractor Supply Company,513,4664.1,Specialty Retailers: Other,,TN
"Calumet Specialty Products Partners, L.P.",514,4657.3,Petroleum Refining,,IN
Old Republic International Corporation,496,4970.1,Insurance: Property and Casualty (Stock),,IL
"Simon Property Group, Inc.",497,4880.1,Real estate,,IN
YRC Worldwide Inc.,498,4850.5,"Trucking, Truck Leasing",,KS
"CA, Inc.",499,4829,Computer Software,,NY
Nash-Finch Company,500,4820.8,Wholesalers: Food and Grocery,,MN
"PulteGroup, Inc.",501,4820,Homebuilders,,MI
Sonoco Products Company,502,4786.1,"Packaging, Containers",,SC
"Berry Plastics Group, Inc.",503,4766,"Packaging, Containers",,IN
"Coach, Inc.",504,4763.2,Apparel,,NY
SanDisk Corporation,487,5052.5,Semiconductors and Other Electronic Components,,CA
The Charles Schwab Corporation,488,5049,Securities,,CA
Pitney Bowes Inc.,489,5039.2,"Computers, Office Equipment",,CT
Allegheny Technologies Incorporated,490,5031.5,Metals,,PA
"The Jones Financial Companies,L.L.L.P.",491,5027.4,Securities,,MO
Frontier Communications Corporation,492,5011.9,Telecommunications,,CT
The Timken Company,493,4987,Industrial Machinery,,OH
Yahoo! Inc.,494,4986.6,Internet Services and Retailing,,CA
JetBlue Airways Corporation,495,4982,Airlines,,NY
Avaya Inc.,477,5171,Network and Other Communications Equipment,,NJ
"Wynn Resorts, Limited",478,5154.3,"Hotels, Casinos, Resorts",,NV
"Bemis Company, Inc.",479,5139.2,"Packaging, Containers",,WI
NiSource Inc.,480,5102.7,Utilities: Gas and Electric,,IN
"MetroPCS Communications, Inc.",481,5101.3,Telecommunications,,TX
"Facebook, Inc.",482,5089,Internet Services and Retailing,,CA
"Pepco Holdings, Inc.",483,5081,Utilities: Gas and Electric,,DC
United Stationers Inc.,484,5080.1,Wholesalers: Electronics and Office Equipment,,IL
"American Financial Group, Inc.",485,5062,Insurance: Property and Casualty (Stock),,OH
"J.B. Hunt Transport Services, Inc.",486,5055,"Trucking, Truck Leasing",,AR
"Gannett Co., Inc.",467,5353.2,"Publishing, Printing",,VA
"Telephone and Data Systems, Inc.",468,5345.3,Telecommunications,,IL
"Host Hotels &amp; Resorts, Inc.",469,5323,Real estate,,MD
"Insight Enterprises, Inc.",470,5301.4,Wholesalers: Electronics and Office Equipment,,AZ
Western &amp; Southern Mutual Holding Company,471,5293.7,"Insurance: Life, Health (Mutual)",,OH
"The Andersons, Inc.",472,5272,Wholesalers: Food and Grocery,,OH
priceline.com Incorporated,473,5261,Internet Services and Retailing,,CT
"United Natural Foods, Inc.",474,5236,Wholesalers: Food and Grocery,,RI
Spectra Energy Corp,475,5174,Pipelines,,TX
Owens Corning,476,5172,"Building Materials, Glass",,OH
Calpine Corporation,459,5478,Energy,,TX
Susser Holdings Corporation,460,5469.6,Specialty Retailers: Other,,TX
The Clorox Company,461,5468,Household and Personal Products,,CA
"Kelly Services, Inc.",462,5450.5,Temporary Help,,MI
CONSOL Energy Inc.,463,5430.3,"Mining, Crude-Oil Production",,PA
"Advanced Micro Devices, Inc.",464,5422,Semiconductors and Other Electronic Components,,CA
"Graybar Electric Company, Inc.",465,5413.3,Wholesalers: Diversified,,MO
"Big Lots, Inc.",466,5400.1,Specialty Retailers: Other,,OH
"Harley-Davidson, Inc.",449,5580.5,Transportation Equipment,,WI
Con-way Inc.,450,5580.2,Transportation and Logistics,,MI
MRC Global Inc.,451,5570.9,"Oil and Gas Equipment, Services",,TX
The J.M. Smucker Company,452,5525.8,Food Consumer Products,,OH
Exelis Inc.,453,5522,Aerospace and Defense,,VA
Biogen Idec Inc.,454,5516.5,Pharmaceuticals,,MA
Erie Insurance Group,455,5512,Insurance: Property and Casualty (Stock),,PA
Celgene Corporation,456,5506.7,Pharmaceuticals,,NJ
"St. Jude Medical, Inc.",457,5503,Medical Products and Equipment,,MN
Domtar Corporation,458,5482,Forest and Paper Products,,SC
"Allergan, Inc.",440,5806.1,Pharmaceuticals,,CA
NCR Corporation,441,5792,"Computers, Office Equipment",,GA
"Mohawk Industries, Inc.",442,5788,zMiscellaneous,,GA
Auto-Owners Insurance Group,443,5747.7,Insurance: Property and Casualty (Mutual),,MI
Laboratory Corporation of America Holdings,444,5671.4,Health Care: Pharmacy and Other Services,,NC
The Western Union Company,445,5664.8,Financial Data Services,,CO
Joy Global Inc.,446,5660.9,Construction and Farm Machinery,,WI
Energy Future Holdings Corp.,447,5636,Energy,,TX
MeadWestvaco Corporation,448,5594,"Packaging, Containers",,VA
AK Steel Holding Corporation,430,5933.7,Metals,,OH
SPX Corporation,431,5925.2,Industrial Machinery,,NC
"Actavis, Inc.",432,5914.9,Pharmaceuticals,,NJ
Newell Rubbermaid Inc.,433,5902.7,"Home Equipment, Furnishings",,GA
"Fidelity National Information Services, Inc.",434,5888.1,Financial Data Services,,FL
Targa Resources Corp.,435,5885.7,Pipelines,,TX
Booz Allen Hamilton Holding Corp.,436,5859.2,Information Technology Services,,VA
"Dick's Sporting Goods, Inc.",437,5836.1,Specialty Retailers: Other,,PA
W.R. Berkley Corporation,438,5823.6,Insurance: Property and Casualty (Stock),,CT
"Live Nation Entertainment, Inc.",439,5819,Entertainment,,CA
Sanmina,420,6093.3,Semiconductors and Other Electronic Components,,CA
"NII Holdings, Inc.",421,6086.5,Telecommunications,,VA
PVH Corp.,422,6043,Apparel,,NY
"Molina Healthcare, Inc.",423,6028.8,Health Care: Insurance and Managed Care,,CA
Cliffs Natural Resources Inc.,424,6024.3,"Mining, Crude-Oil Production",,OH
General Cable Corporation,425,6014.3,"Electronics, Electrical Equip.",,KY
The Shaw Group Inc.,426,6008.4,"Engineering, Construction",,LA
"Dr Pepper Snapple Group, Inc.",427,5995,Beverages,,TX
"Expeditors International of Washington, Inc.",428,5980.9,Transportation and Logistics,,WA
Harris Corporation,429,5964,Network and Other Communications Equipment,,FL
Seaboard Corporation,411,6189.1,Food Production,,KS
"O'Reilly Automotive, Inc.",412,6182.2,Specialty Retailers: Other,,MO
"Foot Locker, Inc.",413,6182,Specialty Retailers: Apparel,,NY
Windstream Corporation,414,6169.2,Telecommunications,,AR
"CH2M HILL Companies, Ltd.",415,6160.6,"Engineering, Construction",,CO
"Omnicare, Inc.",416,6160.4,Health Care: Pharmacy and Other Services,,OH
"FMC Technologies, Inc.",417,6151.4,"Oil and Gas Equipment, Services",,TX
SLM Corporation,418,6110,Diversified Financials,,DE
"CF Industries Holdings, Inc.",419,6104,Chemicals,,IL
Northeast Utilities,402,6273.8,Utilities: Gas and Electric,,MA
"Rockwell Automation, Inc.",403,6259.4,"Electronics, Electrical Equip.",,WI
"Ryder System, Inc.",404,6257,"Trucking, Truck Leasing",,FL
Anixter International Inc.,405,6253.1,Wholesalers: Diversified,,IL
CMS Energy Corporation,406,6253,Utilities: Gas and Electric,,MI
"CC Media Holdings, Inc.",407,6246.9,Entertainment,,TX
"NetApp, Inc.",408,6233.2,Computer Peripherals,,CA
"Advance Auto Parts, Inc.",409,6205,Specialty Retailers: Other,,VA
"Kindred Healthcare, Inc.",410,6190.7,Health Care: Medical Facilities,,KY
Regions Financial Corporation,401,6275,Commercial Banks,,AL
"Casey's General Stores, Inc.",392,6460.8,Specialty Retailers: Other,,IA
American Family Ins. Group,393,6456.8,Insurance: Property and Casualty (Stock),,WI
Mutual of Omaha Insurance Company,394,6437,"Insurance: Life, Health (stock)",,NE
"Mattel, Inc.",395,6420.9,"Toys, Sporting Goods",,CA
Celanese Corporation,396,6418,Chemicals,,TX
"Quanta Services, Inc.",397,6413.5,"Engineering, Construction",,TX
"Level 3 Communications, Inc.",398,6376,Telecommunications,,CO
"EMCOR Group, Inc.",399,6346.7,"Engineering, Construction",,CT
"Starwood Hotels &amp; Resorts Worldwide, Inc.",400,6321,"Hotels, Casinos, Resorts",,CT
Cablevision Systems Corporation,382,6705.5,Telecommunications,,NY
Jarden Corporation,383,6696.1,"Home Equipment, Furnishings",,NY
The Hershey Company,384,6644.3,Food Consumer Products,,PA
"WESCO International, Inc.",385,6579.3,Wholesalers: Diversified,,PA
Ingredion Incorporated,386,6532.1,Food Production,,IL
"CBRE Group, Inc.",387,6519.8,Real estate,,CA
UGI Corporation,388,6519.2,Energy,,PA
NuStar Energy L.P.,389,6516.8,Pipelines,,TX
"The McGraw-Hill Companies, Inc.",390,6512,"Publishing, Printing",,NY
"Vanguard Health Systems, Inc.",391,6488.4,Health Care: Medical Facilities,,TN
Ameren Corporation,373,6828,Utilities: Gas and Electric,,MO
Mylan Inc.,374,6796.1,Pharmaceuticals,,PA
Avery Dennison Corporation,375,6761.6,Chemicals,,CA
"Health Management Associates, Inc.",376,6760.9,Health Care: Medical Facilities,,FL
"PetSmart, Inc.",377,6758.2,Specialty Retailers: Other,,AZ
"Dillard's, Inc.",378,6751.6,General Merchandisers,,AR
Symantec Corporation,379,6730,Computer Software,,CA
"Huntington Ingalls Industries, Inc.",380,6708,Aerospace and Defense,,VA
"Enbridge Energy Partners, L.P.",381,6706.1,Pipelines,,TX
Weyerhaeuser Company,363,7059,Forest and Paper Products,,WA
"Owens-Illinois, Inc.",364,7000,"Packaging, Containers",,OH
"Alpha Natural Resources, Inc.",365,6974.9,"Mining, Crude-Oil Production",,VA
"The Interpublic Group of Companies, Inc.",366,6956.2,"Advertising, marketing",,NY
OfficeMax Incorporated,367,6920.4,Specialty Retailers: Other,,IL
"Core-Mark Holding Company, Inc.",368,6905.4,Wholesalers: Food and Grocery,,CA
Pacific Life,369,6874,"Insurance: Life, Health (stock)",,CA
Ralph Lauren Corporation,370,6859.5,Apparel,,NY
"Agilent Technologies, Inc.",371,6858,"Scientific,Photographic and Control Equipment",,CA
"Dole Food Company, Inc.",372,6832.3,Food Consumer Products,,CA
"Fidelity National Financial, Inc.",353,7326.1,Insurance: Property and Casualty (Stock),,FL
"Steel Dynamics, Inc.",354,7290.2,Metals,,IN
Precision Castparts Corp.,355,7278.3,Aerospace and Defense,,OR
Dana Holding Corporation,356,7258,Motor Vehicles and Parts,,OH
Boston Scientific Corporation,357,7249,Medical Products and Equipment,,MA
BorgWarner Inc.,358,7183.2,Motor Vehicles and Parts,,MI
Visteon Corporation,359,7154,Motor Vehicles and Parts,,MI
"Barnes &amp; Noble, Inc.",360,7129.2,Specialty Retailers: Other,,NY
Fifth Third Bancorp,361,7106,Commercial Banks,,OH
"Franklin Resources, Inc.",362,7101,Securities,,CA
"CenterPoint Energy, Inc.",344,7452,Utilities: Gas and Electric,,TX
"WellCare Health Plans, Inc.",345,7409,Health Care: Insurance and Managed Care,,FL
"Dollar Tree, Inc.",346,7394.5,Specialty Retailers: Other,,VA
"The Pantry, Inc.",347,7393.6,Specialty Retailers: Other,,NC
MasterCard Incorporated,348,7391,Financial Data Services,,NY
Tenneco Inc.,349,7363,Motor Vehicles and Parts,,IL
"Avis Budget Group, Inc.",350,7357,"Automotive Retailing, Services",,NJ
Terex Corporation,351,7348.4,Construction and Farm Machinery,,CT
Cognizant Technology Solutions Corporation,352,7346.5,Information Technology Services,,NJ
Commercial Metals Company,335,7859,Metals,,TX
Masco Corporation,336,7816,"Home Equipment, Furnishings",,MI
"Universal Health Services, Inc.",337,7783.3,Health Care: Medical Facilities,,PA
Campbell Soup Company,338,7707,Food Consumer Products,,NJ
"Coca-Cola Enterprises, Inc.",339,7562,Beverages,,GA
"Charter Communications, Inc.",340,7504,Telecommunications,,CT
Quest Diagnostics Incorporated,341,7499.5,Health Care: Pharmacy and Other Services,,NJ
"The Williams Companies, Inc.",342,7486,Energy,,OK
"Group 1 Automotive, Inc.",343,7476.1,"Automotive Retailing, Services",,TX
Thrivent Financial for Lutherans,325,8018.4,"Insurance: Life, Health (Mutual)",,MN
Corning Incorporated,326,8012,Network and Other Communications Equipment,,NY
Broadcom Corporation,327,8006,Semiconductors and Other Electronic Components,,CA
"Darden Restaurants, Inc.",328,7998.7,Food Services,,FL
TravelCenters of America LLC,329,7995.7,Specialty Retailers: Other,,OH
"HD Supply, Inc.",330,7994,Wholesalers: Diversified,,GA
"Spectrum Group International, Inc.",331,7974.8,zMiscellaneous,,CA
"Becton, Dickinson and Company",332,7946.8,Medical Products and Equipment,,NJ
Sealed Air Corporation,333,7921.6,"Packaging, Containers",,NJ
"KBR, Inc.",334,7921,"Engineering, Construction",,TX
Peabody Energy Corporation,315,8306.6,"Mining, Crude-Oil Production",,MO
Reynolds American Inc.,316,8304,Tobacco,,NC
"Autoliv, Inc.",317,8266.7,Motor Vehicles and Parts,,MI
"Micron Technology, Inc.",318,8234,Semiconductors and Other Electronic Components,,ID
Hormel Foods Corporation,319,8230.7,Food Consumer Products,,MN
AECOM Technology Corporation,320,8218.2,"Engineering, Construction",,CA
Ashland Inc.,321,8206,Chemicals,,KY
Oshkosh Corporation,322,8193.3,Motor Vehicles and Parts,,WI
"Republic Services, Inc.",323,8118.3,Waste Management,,AZ
Eastman Chemical Company,324,8102,Chemicals,,TN
"AutoZone, Inc.",306,8603.9,Specialty Retailers: Other,,TN
"Sonic Automotive, Inc.",307,8548.4,"Automotive Retailing, Services",,NC
Dover Corporation,308,8538.8,Industrial Machinery,,IL
"Assurant, Inc.",309,8508.3,Insurance: Property and Casualty (Stock),,NY
Cameron International Corporation,310,8502.1,"Oil and Gas Equipment, Services",,TX
DaVita HealthCare Partners Inc.,311,8489.5,Health Care: Medical Facilities,,CO
"Crown Holdings, Inc.",312,8470,"Packaging, Containers",,PA
Reliance Steel &amp; Aluminum Co.,313,8442.3,Metals,,CA
"NRG Energy, Inc.",314,8422,Energy,,NJ
"Owens &amp; Minor, Inc.",297,8908.1,Wholesalers: Health Care,,VA
GameStop Corp.,298,8886.7,Specialty Retailers: Other,,TX
DTE Energy Company,299,8846,Utilities: Gas and Electric,,MI
Caesars Entertainment Corporation,300,8798.7,"Hotels, Casinos, Resorts",,NV
Ball Corporation,301,8735.7,"Packaging, Containers",,CO
"Applied Materials, Inc.",302,8719,Semiconductors and Other Electronic Components,,CA
Centene Corporation,303,8703.6,Health Care: Insurance and Managed Care,,MO
"Motorola Solutions, Inc.",304,8698,Network and Other Communications Equipment,,IL
Stryker Corporation,305,8657,Medical Products and Equipment,,MI
"Family Dollar Stores, Inc.",287,9331,General Merchandisers,,NC
Hillshire Brands Company,288,9323,Food Consumer Products,,IL
Leucadia National Corporation,289,9293.9,Food Production,,NY
"Principal Financial Group, Inc.",290,9215.1,"Insurance: Life, Health (stock)",,IA
Rock-Tenn Company,291,9207.6,"Packaging, Containers",,GA
MGM Resorts International,292,9160.8,"Hotels, Casinos, Resorts",,NV
"Hertz Global Holdings, Inc.",293,9020.8,"Automotive Retailing, Services",,NJ
Discover Financial Services,294,8984,Commercial Banks,,IL
"W.W. Grainger, Inc.",295,8950,Wholesalers: Diversified,,IL
"Henry Schein, Inc.",296,8940,Wholesalers: Health Care,,NY
KKR &amp; Co. L.P.,277,9739.6,Securities,,NY
"Ross Stores, Inc.",278,9721.1,Specialty Retailers: Apparel,,CA
The Estee Lauder Companies Inc.,279,9713.6,Household and Personal Products,,NY
"Gilead Sciences, Inc.",280,9702.5,Pharmaceuticals,,CA
Sempra Energy,281,9647,Utilities: Gas and Electric,,CA
The Sherwin-Williams Company,282,9534.5,Chemicals,,OH
"Western Refining, Inc.",283,9503.1,Petroleum Refining,,TX
Devon Energy Corporation,284,9502,"Mining, Crude-Oil Production",,OK
Bed Bath &amp; Beyond Inc.,285,9499.9,Specialty Retailers: Other,,NJ
"BlackRock, Inc.",286,9337,Securities,,NY
CDW Corporation,267,10128.2,Information Technology Services,,IL
State Street Corporation,268,10125,Commercial Banks,,MA
Tenet Healthcare Corporation,269,10058,Health Care: Medical Facilities,,TX
Liberty Interactive Corporation,270,10054,Internet Services and Retailing,,CO
"Genworth Financial , Inc.",271,10023,"Insurance: Life, Health (stock)",,VA
AGCO Corporation,272,9962.2,Construction and Farm Machinery,,GA
"Air Products &amp; Chemicals, Inc.",273,9869.7,Chemicals,,PA
Newmont Mining Corporation,274,9868,"Mining, Crude-Oil Production",,CO
"Reinsurance Group of America, Incorporated",275,9840.9,"Insurance: Life, Health (stock)",,MO
Public Service Enterprise Group Incorporated,276,9781,Utilities: Gas and Electric,,NJ
Unum Group,257,10515.4,"Insurance: Life, Health (stock)",,TN
"L Brands, Inc.",258,10458.7,Specialty Retailers: Apparel,,OH
"CarMax, Inc.",259,10453.8,"Automotive Retailing, Services",,VA
Visa Inc.,260,10421,Financial Data Services,,CA
Entergy Corporation,261,10302.1,Utilities: Gas and Electric,,LA
Synnex Corporation,262,10285.5,Wholesalers: Electronics and Office Equipment,,CA
"Ameriprise Financial, Inc.",263,10259,Diversified Financials,,MN
R.R. Donnelley &amp; Sons Company,264,10221.9,"Publishing, Printing",,IL
"Kinder Morgan, Inc.",265,10200,Pipelines,,TX
Xcel Energy Inc.,266,10128.2,Utilities: Gas and Electric,,MN
Norfolk Southern Corporation,247,11040,Railroads,,VA
URS Corporation,248,10972.5,"Engineering, Construction",,CA
Jacobs Engineering Group Inc.,249,10893.8,"Engineering, Construction",,CA
V.F. Corporation,250,10879.9,Apparel,,NC
BB&amp;T Corporation,251,10737,Commercial Banks,,NC
"Avon Products, Inc.",252,10717.1,Household and Personal Products,,NY
"Office Depot, Inc.",253,10695.7,Specialty Retailers: Other,,FL
First Data Corporation,254,10680.3,Financial Data Services,,GA
"Automatic Data Processing, Inc.",255,10665.2,Diversified Outsourcing Services,,NJ
"Liberty Global, Inc.",256,10604.5,Telecommunications,,CO
"Health Net, Inc.",236,11481.2,Health Care: Insurance and Managed Care,,CA
"C. H. Robinson Worldwide, Inc.",237,11359.1,Transportation and Logistics,,MN
Guardian Life Ins. Co. of America,238,11293.9,"Insurance: Life, Health (Mutual)",,NY
"SunTrust Banks, Inc.",239,11240,Commercial Banks,,GA
"SAIC, Inc.",240,11229,Information Technology Services,,VA
Huntsman Corporation,241,11224,Chemicals,,UT
"Praxair, Inc.",241,11224,Chemicals,,CT
"Peter Kiewit Sons', Inc.",243,11220,"Engineering, Construction",,NE
Las Vegas Sands Corp.,244,11131.1,"Hotels, Casinos, Resorts",,NV
"Stanley Black &amp; Decker, Inc.",245,11121.1,"Home Equipment, Furnishings",,CT
The Mosaic Company,246,11107.8,Chemicals,,MN
"Nordstrom, Inc.",227,12148,General Merchandisers,,WA
"Marsh &amp; McLennan Companies, Inc.",228,11924,Diversified Financials,,NY
Ecolab Inc.,229,11838.7,Chemicals,,MN
"Marriott International, Inc.",230,11814,"Hotels, Casinos, Resorts",,MD
CSX Corporation,231,11756,Railroads,,FL
"Whole Foods Market, Inc.",232,11698.8,Food and Drug Stores,,TX
"EOG Resources, Inc.",233,11682.6,"Mining, Crude-Oil Production",,TX
H.J. Heinz Company,234,11649.1,Food Consumer Products,,PA
Lincoln National Corporation,235,11532,"Insurance: Life, Health (stock)",,PA
Texas Instruments Incorporated,218,12825,Semiconductors and Other Electronic Components,,TX
"Oneok, Inc.",219,12660.2,Pipelines,,OK
Thermo Fisher Scientific Inc.,220,12657,"Scientific,Photographic and Control Equipment",,MA
Ally Financial Inc.,221,12643,Commercial Banks,,MI
Western Digital Corporation,222,12478,Computer Peripherals,,CA
Chesapeake Energy Corporation,223,12316,"Mining, Crude-Oil Production",,OK
PPL Corporation,224,12286,Utilities: Gas and Electric,,PA
Textron Inc.,225,12237,Aerospace and Defense,,RI
"Consolidated Edison, Inc.",226,12188,Utilities: Gas and Electric,,NY
Starbucks Corporation,208,13299.5,Food Services,,WA
"ConAgra Foods, Inc.",209,13263.1,Food Consumer Products,,NE
"Dominion Resources, Inc.",210,13150,Utilities: Gas and Electric,,VA
Parker-Hannifin Corporation,211,13145.9,Industrial Machinery,,OH
Edison International,212,13104,Utilities: Gas and Electric,,CA
"Smithfield Foods, Inc.",213,13094.3,Food Production,,VA
Genuine Parts Company,214,13013.9,Wholesalers: Diversified,,GA
"J.C. Penney Company, Inc.",215,12985,General Merchandisers,,TX
Navistar International Corporation,216,12948,Motor Vehicles and Parts,,IL
Dean Foods Company,217,12900.6,Food Consumer Products,,TX
"Waste Management, Inc.",200,13649,Waste Management,,TX
"Yum! Brands, Inc.",201,13633,Food Services,,KY
The Chubb Corporation,202,13595,Insurance: Property and Casualty (Stock),,NJ
"Penske Automotive Group, Inc.",203,13593.2,"Automotive Retailing, Services",,MI
"Toys ""R"" Us, Inc.",204,13543,Specialty Retailers: Other,,NJ
Aramark Corporation,205,13505.4,Diversified Outsourcing Services,,PA
Monsanto Company,206,13504,Chemicals,,MO
Anadarko Petroleum Corporation,207,13411,"Mining, Crude-Oil Production",,TX
Omnicom Group Inc.,191,14219.4,"Advertising, marketing",,NY
Kellogg Company,192,14197,Food Consumer Products,,MI
Baxter International Inc.,193,14190,Medical Products and Equipment,,IL
"Land O'Lakes, Inc.",194,14116.2,Food Consumer Products,,MN
"Coventry Health Care, Inc.",195,14113.4,Health Care: Insurance and Managed Care,,MD
eBay Inc.,196,14072,Internet Services and Retailing,,CA
"L-3 Communications Holdings, Inc.",197,14057,Aerospace and Defense,,NY
Viacom Inc.,198,13887,Entertainment,,NY
"US Airways Group, Inc.",199,13831,Airlines,,AZ
"PPG Industries, Inc.",182,15200,Chemicals,,PA
PG&amp;E Corporation,183,15040,Utilities: Gas and Electric,,CA
"Community Health Systems, Inc.",184,14988.2,Health Care: Medical Facilities,,TN
"American Electric Power Company, Inc.",185,14945,Utilities: Gas and Electric,,OH
CBS Corporation,186,14677,Entertainment,,NY
Lear Corporation,187,14567,Motor Vehicles and Parts,,MI
Loews Corporation,188,14552,Insurance: Property and Casualty (Stock),,NY
DISH Network Corporation,189,14266.5,Telecommunications,,CO
"NextEra Energy, Inc.",190,14256,Utilities: Gas and Electric,,FL
TRW Automotive Holdings Corp.,173,16444,Motor Vehicles and Parts,,MI
Marathon Oil Corporation,174,16221,"Mining, Crude-Oil Production",,TX
Dollar General Corporation,175,16022.1,General Merchandisers,,TN
Computer Sciences Corporation,176,15877,Information Technology Services,,VA
